city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population
New York,New York,40.6943,-73.9249,United States,US,USA,New York,,19164071
Los Angeles,Los Angeles,34.114,-118.4068,United States,US,USA,California,,12740381
Chicago,Chicago,41.8373,-87.6861,United States,US,USA,Illinois,,8639278
Miami,Miami,25.784,-80.2102,United States,US,USA,Florida,,6247425
Dallas,Dallas,32.7938,-96.7659,United States,US,USA,Texas,,5634307
Philadelphia,Philadelphia,40.0076,-75.134,United States,US,USA,Pennsylvania,,5591554
Houston,Houston,29.7871,-95.3936,United States,US,USA,Texas,,5424720
Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,5191844
Atlanta,Atlanta,33.7627,-84.4231,United States,US,USA,Georgia,admin,5080712
Boston,Boston,42.3189,-71.0838,United States,US,USA,Massachusetts,admin,4556916
Phoenix,Phoenix,33.5722,-112.0891,United States,US,USA,Arizona,admin,4054083
San Francisco,San Francisco,37.7561,-122.4429,United States,US,USA,California,,3548847
Seattle,Seattle,47.6217,-122.3238,United States,US,USA,Washington,,3541236
Detroit,Detroit,42.3834,-83.1024,United States,US,USA,Michigan,,3520589
San Diego,San Diego,32.8312,-117.1225,United States,US,USA,California,,3181172
Minneapolis,Minneapolis,44.9635,-93.2679,United States,US,USA,Minnesota,,2866604
Tampa,Tampa,27.9937,-82.4454,United States,US,USA,Florida,,2744107
Denver,Denver,39.7621,-104.8759,United States,US,USA,Colorado,admin,2741534
Brooklyn,Brooklyn,40.6501,-73.9496,United States,US,USA,New York,,2629150
Queens,Queens,40.7498,-73.7976,United States,US,USA,New York,,2333054
Baltimore,Baltimore,39.3051,-76.6144,United States,US,USA,Maryland,,2181206
Saint Louis,Saint Louis,38.6358,-90.2451,United States,US,USA,Missouri,,2096990
Riverside,Riverside,33.9382,-117.3949,United States,US,USA,California,,2065627
Las Vegas,Las Vegas,36.2288,-115.2603,United States,US,USA,Nevada,,2044731
Portland,Portland,45.5372,-122.65,United States,US,USA,Oregon,,2027629
San Antonio,San Antonio,29.4722,-98.5247,United States,US,USA,Texas,,1976787
Sacramento,Sacramento,38.5666,-121.4683,United States,US,USA,California,admin,1830061
San Jose,San Jose,37.302,-121.8488,United States,US,USA,California,,1804359
Orlando,Orlando,28.4801,-81.3448,United States,US,USA,Florida,,1757288
Cleveland,Cleveland,41.4766,-81.6805,United States,US,USA,Ohio,,1731637
Pittsburgh,Pittsburgh,40.4396,-79.9763,United States,US,USA,Pennsylvania,,1722206
Manhattan,Manhattan,40.7834,-73.9662,United States,US,USA,New York,,1643734
Cincinnati,Cincinnati,39.1412,-84.506,United States,US,USA,Ohio,,1634573
Austin,Austin,30.3038,-97.7545,United States,US,USA,Texas,admin,1633847
Kansas City,Kansas City,39.1239,-94.5541,United States,US,USA,Missouri,,1590762
Indianapolis,Indianapolis,39.7771,-86.1458,United States,US,USA,Indiana,admin,1550488
Columbus,Columbus,39.9859,-82.9852,United States,US,USA,Ohio,admin,1495146
Virginia Beach,Virginia Beach,36.7335,-76.0435,United States,US,USA,Virginia,,1487505
Bronx,Bronx,40.8501,-73.8662,United States,US,USA,New York,,1455720
Charlotte,Charlotte,35.208,-80.8308,United States,US,USA,North Carolina,,1438351
Milwaukee,Milwaukee,43.064,-87.9669,United States,US,USA,Wisconsin,,1377104
Providence,Providence,41.8229,-71.4186,United States,US,USA,Rhode Island,admin,1198789
Jacksonville,Jacksonville,30.3322,-81.6749,United States,US,USA,Florida,,1141459
Memphis,Memphis,35.1047,-89.9773,United States,US,USA,Tennessee,,1069661
Nashville,Nashville,36.1714,-86.7844,United States,US,USA,Tennessee,admin,1065078
Salt Lake City,Salt Lake City,40.7774,-111.9301,United States,US,USA,Utah,admin,1061156
Richmond,Richmond,37.5294,-77.4755,United States,US,USA,Virginia,admin,1041877
New Orleans,New Orleans,30.0687,-89.9288,United States,US,USA,Louisiana,,1024421
Raleigh,Raleigh,35.8323,-78.6441,United States,US,USA,North Carolina,admin,1005457
Louisville,Louisville,38.1662,-85.6488,United States,US,USA,Kentucky,,1003412
Oklahoma City,Oklahoma City,35.4677,-97.5138,United States,US,USA,Oklahoma,admin,948154
Bridgeport,Bridgeport,41.1909,-73.1958,United States,US,USA,Connecticut,,934289
Buffalo,Buffalo,42.9016,-78.8487,United States,US,USA,New York,,920136
Hartford,Hartford,41.7661,-72.6834,United States,US,USA,Connecticut,,913587
Tucson,Tucson,32.1558,-110.8777,United States,US,USA,Arizona,,860333
Fort Worth,Fort Worth,32.7813,-97.3466,United States,US,USA,Texas,,854113
El Paso,El Paso,31.8478,-106.431,United States,US,USA,Texas,,845059
Honolulu,Honolulu,21.3293,-157.846,United States,US,USA,Hawaii,admin,836995
McAllen,McAllen,26.2203,-98.2457,United States,US,USA,Texas,,798187
Omaha,Omaha,41.2634,-96.0453,United States,US,USA,Nebraska,,792463
Albuquerque,Albuquerque,35.1055,-106.6476,United States,US,USA,New Mexico,,759517
Birmingham,Birmingham,33.5276,-86.7986,United States,US,USA,Alabama,,749299
Dayton,Dayton,39.7798,-84.1999,United States,US,USA,Ohio,,718772
Rochester,Rochester,43.1681,-77.6162,United States,US,USA,New York,,714852
Sarasota,Sarasota,27.3391,-82.5439,United States,US,USA,Florida,,701487
Fresno,Fresno,36.7834,-119.7933,United States,US,USA,California,,690895
Allentown,Allentown,40.5962,-75.4756,United States,US,USA,Pennsylvania,,678169
Tulsa,Tulsa,36.1284,-95.9037,United States,US,USA,Oklahoma,,674211
Concord,Concord,37.9722,-122.0016,United States,US,USA,California,,649437
Springfield,Springfield,42.1155,-72.5395,United States,US,USA,Massachusetts,,625300
Colorado Springs,Colorado Springs,38.8673,-104.7605,United States,US,USA,Colorado,,624789
Cape Coral,Cape Coral,26.644,-81.9961,United States,US,USA,Florida,,617896
Charleston,Charleston,32.8137,-79.9643,United States,US,USA,South Carolina,,613847
Mission Viejo,Mission Viejo,33.6095,-117.655,United States,US,USA,California,,602851
Albany,Albany,42.6664,-73.7987,United States,US,USA,New York,admin,596419
Grand Rapids,Grand Rapids,42.9615,-85.6557,United States,US,USA,Michigan,,595467
Baton Rouge,Baton Rouge,30.4422,-91.1314,United States,US,USA,Louisiana,admin,589675
Knoxville,Knoxville,35.969,-83.9498,United States,US,USA,Tennessee,,581787
Ogden,Ogden,41.2281,-111.9677,United States,US,USA,Utah,,571457
Columbia,Columbia,34.0366,-80.9043,United States,US,USA,South Carolina,admin,571249
Bakersfield,Bakersfield,35.3528,-119.0354,United States,US,USA,California,,567585
Akron,Akron,41.0802,-81.5219,United States,US,USA,Ohio,,565311
New Haven,New Haven,41.3112,-72.9245,United States,US,USA,Connecticut,,563460
Provo,Provo,40.2458,-111.6457,United States,US,USA,Utah,,501690
Worcester,Worcester,42.2705,-71.8079,United States,US,USA,Massachusetts,,495856
Toledo,Toledo,41.6639,-83.582,United States,US,USA,Ohio,,492237
Mesa,Mesa,33.4016,-111.718,United States,US,USA,Arizona,,484587
Palm Bay,Palm Bay,27.9861,-80.6628,United States,US,USA,Florida,,483098
Wichita,Wichita,37.6894,-97.344,United States,US,USA,Kansas,,482205
Des Moines,Des Moines,41.5725,-93.6104,United States,US,USA,Iowa,admin,476689
Murrieta,Murrieta,33.572,-117.1909,United States,US,USA,California,,476630
Staten Island,Staten Island,40.5834,-74.1496,United States,US,USA,New York,,476015
Long Beach,Long Beach,33.8059,-118.161,United States,US,USA,California,,470130
Greenville,Greenville,34.8364,-82.3649,United States,US,USA,South Carolina,,462640
Little Rock,Little Rock,34.7255,-92.3584,United States,US,USA,Arkansas,admin,442554
Harrisburg,Harrisburg,40.2752,-76.8843,United States,US,USA,Pennsylvania,admin,438995
Madison,Madison,43.0809,-89.3921,United States,US,USA,Wisconsin,admin,434967
Denton,Denton,33.2165,-97.1411,United States,US,USA,Texas,,432200
Reno,Reno,39.5487,-119.8486,United States,US,USA,Nevada,,427007
Port Saint Lucie,Port Saint Lucie,27.2795,-80.3882,United States,US,USA,Florida,,422966
Oakland,Oakland,37.7903,-122.2165,United States,US,USA,California,,420005
Winston-Salem,Winston-Salem,36.1029,-80.261,United States,US,USA,North Carolina,,412490
Syracuse,Syracuse,43.0409,-76.1438,United States,US,USA,New York,,407208
Chattanooga,Chattanooga,35.0657,-85.2488,United States,US,USA,Tennessee,,403618
Indio,Indio,33.7346,-116.2347,United States,US,USA,California,,402166
Lancaster,Lancaster,40.0421,-76.3012,United States,US,USA,Pennsylvania,,401205
Spokane,Spokane,47.6671,-117.433,United States,US,USA,Washington,,400936
Durham,Durham,35.9801,-78.9045,United States,US,USA,North Carolina,,400379
Palm Coast,Palm Coast,29.5403,-81.2468,United States,US,USA,Florida,,395224
Arlington,Arlington,32.6998,-97.1251,United States,US,USA,Texas,,392772
Poughkeepsie,Poughkeepsie,41.6949,-73.921,United States,US,USA,New York,,391552
Stockton,Stockton,37.9766,-121.3111,United States,US,USA,California,,390117
Augusta,Augusta,33.3644,-82.0708,United States,US,USA,Georgia,admin,389215
Scranton,Scranton,41.4043,-75.6649,United States,US,USA,Pennsylvania,,387448
Oxnard,Oxnard,34.1961,-119.1821,United States,US,USA,California,,385837
Bonita Springs,Bonita Springs,26.3557,-81.7859,United States,US,USA,Florida,,382869
Boise,Boise,43.5991,-116.2306,United States,US,USA,Idaho,admin,379410
Modesto,Modesto,37.6371,-121.003,United States,US,USA,California,,377755
Youngstown,Youngstown,41.0994,-80.6463,United States,US,USA,Ohio,,372039
Kissimmee,Kissimmee,28.3042,-81.4164,United States,US,USA,Florida,,365099
Aurora,Aurora,39.7085,-104.7274,United States,US,USA,Colorado,,361710
Pensacola,Pensacola,30.4427,-87.1886,United States,US,USA,Florida,,352187
Anaheim,Anaheim,33.839,-117.8572,United States,US,USA,California,,351043
Lancaster,Lancaster,34.6934,-118.1753,United States,US,USA,California,,348760
Victorville,Victorville,34.5277,-117.3537,United States,US,USA,California,,346449
Jackson,Jackson,32.3163,-90.2124,United States,US,USA,Mississippi,admin,342607
Corpus Christi,Corpus Christi,27.7173,-97.3822,United States,US,USA,Texas,,341570
Flint,Flint,43.0235,-83.6921,United States,US,USA,Michigan,,338616
Fayetteville,Fayetteville,36.0713,-94.166,United States,US,USA,Arkansas,,336152
Santa Ana,Santa Ana,33.7366,-117.8819,United States,US,USA,California,,334217
Greensboro,Greensboro,36.096,-79.8275,United States,US,USA,North Carolina,,331894
Fort Wayne,Fort Wayne,41.0885,-85.1436,United States,US,USA,Indiana,,326814
Ann Arbor,Ann Arbor,42.2757,-83.7312,United States,US,USA,Michigan,,324421
Mobile,Mobile,30.6782,-88.1161,United States,US,USA,Alabama,,322496
Santa Rosa,Santa Rosa,38.4465,-122.7059,United States,US,USA,California,,321699
Lansing,Lansing,42.7142,-84.5598,United States,US,USA,Michigan,admin,318278
Fayetteville,Fayetteville,35.0847,-78.9777,United States,US,USA,North Carolina,,316764
Lexington,Lexington,38.0423,-84.4587,United States,US,USA,Kentucky,,312495
Huntsville,Huntsville,34.699,-86.6412,United States,US,USA,Alabama,,307319
Saint Paul,Saint Paul,44.9477,-93.104,United States,US,USA,Minnesota,admin,302398
Fort Collins,Fort Collins,40.5487,-105.0656,United States,US,USA,Colorado,,301581
Antioch,Antioch,37.9789,-121.7958,United States,US,USA,California,,300780
Asheville,Asheville,35.5703,-82.5536,United States,US,USA,North Carolina,,299892
Trenton,Trenton,40.2237,-74.764,United States,US,USA,New Jersey,admin,293697
Henderson,Henderson,36.0145,-115.0362,United States,US,USA,Nevada,,292969
Shreveport,Shreveport,32.4659,-93.7959,United States,US,USA,Louisiana,,291749
Davenport,Davenport,41.5558,-90.6052,United States,US,USA,Iowa,,288233
Springfield,Springfield,37.1943,-93.2916,United States,US,USA,Missouri,,287124
Lakeland,Lakeland,28.0556,-81.9542,United States,US,USA,Florida,,286876
Rockford,Rockford,42.2594,-89.0646,United States,US,USA,Illinois,,286727
Round Lake Beach,Round Lake Beach,42.379,-88.0811,United States,US,USA,Illinois,,286350
Plano,Plano,33.0502,-96.7487,United States,US,USA,Texas,,286057
Newark,Newark,40.7242,-74.1724,United States,US,USA,New Jersey,,281764
Lincoln,Lincoln,40.8102,-96.6808,United States,US,USA,Nebraska,admin,280741
Savannah,Savannah,32.0282,-81.1784,United States,US,USA,Georgia,,280692
South Bend,South Bend,41.6771,-86.269,United States,US,USA,Indiana,,279698
Canton,Canton,40.8082,-81.3678,United States,US,USA,Ohio,,272768
Lafayette,Lafayette,30.2097,-92.0314,United States,US,USA,Louisiana,,267376
Chula Vista,Chula Vista,32.6281,-117.0144,United States,US,USA,California,,267172
Santa Clarita,Santa Clarita,34.4119,-118.5036,United States,US,USA,California,,266958
Irvine,Irvine,33.6772,-117.7738,United States,US,USA,California,,266122
Peoria,Peoria,40.7518,-89.6153,United States,US,USA,Illinois,,265218
Reading,Reading,40.34,-75.9266,United States,US,USA,Pennsylvania,,264736
Jersey City,Jersey City,40.7161,-74.0683,United States,US,USA,New Jersey,,264152
Eugene,Eugene,44.0562,-123.1172,United States,US,USA,Oregon,,263860
Columbus,Columbus,32.51,-84.8771,United States,US,USA,Georgia,,263737
Lubbock,Lubbock,33.5665,-101.8867,United States,US,USA,Texas,,261076
Saint Petersburg,Saint Petersburg,27.7931,-82.6652,United States,US,USA,Florida,,260999
Laredo,Laredo,27.5536,-99.489,United States,US,USA,Texas,,256752
Anchorage,Anchorage,61.1508,-149.1091,United States,US,USA,Alaska,,256724
Montgomery,Montgomery,32.347,-86.2663,United States,US,USA,Alabama,admin,256554
Salem,Salem,44.9231,-123.0245,United States,US,USA,Oregon,admin,256175
Myrtle Beach,Myrtle Beach,33.7095,-78.8844,United States,US,USA,South Carolina,,256079
Tallahassee,Tallahassee,30.4549,-84.2527,United States,US,USA,Florida,admin,252825
Chandler,Chandler,33.2828,-111.8517,United States,US,USA,Arizona,,247477
Scottsdale,Scottsdale,33.6872,-111.865,United States,US,USA,Arizona,,246645
Glendale,Glendale,33.5797,-112.2246,United States,US,USA,Arizona,,245895
Norfolk,Norfolk,36.8945,-76.259,United States,US,USA,Virginia,,245115
Concord,Concord,35.3939,-80.6358,United States,US,USA,North Carolina,,244273
Killeen,Killeen,31.0758,-97.7286,United States,US,USA,Texas,,243947
Atlantic City,Atlantic City,39.3795,-74.4524,United States,US,USA,New Jersey,,243285
Wilmington,Wilmington,34.21,-77.886,United States,US,USA,North Carolina,,242770
North Las Vegas,North Las Vegas,36.288,-115.0901,United States,US,USA,Nevada,,238702
Irving,Irving,32.8584,-96.9702,United States,US,USA,Texas,,238289
Chesapeake,Chesapeake,36.6778,-76.3024,United States,US,USA,Virginia,,237940
Gilbert,Gilbert,33.3103,-111.7463,United States,US,USA,Arizona,,237133
Hialeah,Hialeah,25.8696,-80.3045,United States,US,USA,Florida,,236387
Garland,Garland,32.91,-96.6305,United States,US,USA,Texas,,234943
Evansville,Evansville,37.9882,-87.5339,United States,US,USA,Indiana,,233353
Fremont,Fremont,37.5256,-121.987,United States,US,USA,California,,233136
York,York,39.9651,-76.7315,United States,US,USA,Pennsylvania,,232796
Winter Haven,Winter Haven,28.0126,-81.7021,United States,US,USA,Florida,,231412
Visalia,Visalia,36.3271,-119.3265,United States,US,USA,California,,231159
Nashua,Nashua,42.7492,-71.491,United States,US,USA,New Hampshire,,230061
Kennewick,Kennewick,46.1979,-119.1732,United States,US,USA,Washington,,229624
Brownsville,Brownsville,25.9981,-97.4566,United States,US,USA,Texas,,228534
McKinney,McKinney,33.1989,-96.6678,United States,US,USA,Texas,,223422
Gulfport,Gulfport,30.4271,-89.0703,United States,US,USA,Mississippi,,222131
Appleton,Appleton,44.2775,-88.3896,United States,US,USA,Wisconsin,,221379
Thousand Oaks,Thousand Oaks,34.1914,-118.8755,United States,US,USA,California,,218548
San Bernardino,San Bernardino,34.1412,-117.2936,United States,US,USA,California,,216239
Roanoke,Roanoke,37.2784,-79.9581,United States,US,USA,Virginia,,215793
Hickory,Hickory,35.7425,-81.323,United States,US,USA,North Carolina,,215120
Kalamazoo,Kalamazoo,42.2749,-85.5882,United States,US,USA,Michigan,,214583
Bremerton,Bremerton,47.5436,-122.7121,United States,US,USA,Washington,,214549
Avondale,Avondale,33.3858,-112.3236,United States,US,USA,Arizona,,214235
Tacoma,Tacoma,47.2431,-122.4531,United States,US,USA,Washington,,211277
Fontana,Fontana,34.0967,-117.4599,United States,US,USA,California,,209665
Green Bay,Green Bay,44.5151,-87.9895,United States,US,USA,Wisconsin,,208670
Portland,Portland,43.6772,-70.2713,United States,US,USA,Maine,,206193
Amarillo,Amarillo,35.1999,-101.8297,United States,US,USA,Texas,,205821
Moreno Valley,Moreno Valley,33.9244,-117.2045,United States,US,USA,California,,205499
College Station,College Station,30.5857,-96.296,United States,US,USA,Texas,,204710
Norwich,Norwich,41.5495,-72.0882,United States,US,USA,Connecticut,,204360
Santa Barbara,Santa Barbara,34.4285,-119.7202,United States,US,USA,California,,203655
Fargo,Fargo,46.8654,-96.829,United States,US,USA,North Dakota,,202146
Aurora,Aurora,41.7638,-88.2901,United States,US,USA,Illinois,,201110
Glendale,Glendale,34.1818,-118.2468,United States,US,USA,California,,200831
Yonkers,Yonkers,40.9466,-73.8674,United States,US,USA,New York,,200807
Huntington Beach,Huntington Beach,33.696,-118.0023,United States,US,USA,California,,200652
Gainesville,Gainesville,29.6814,-82.3454,United States,US,USA,Florida,,198702
Huntington,Huntington,38.4109,-82.4344,United States,US,USA,West Virginia,,198419
Olympia,Olympia,47.0417,-122.8958,United States,US,USA,Washington,admin,194532
Salinas,Salinas,36.6881,-121.6316,United States,US,USA,California,,193126
Deltona,Deltona,28.9051,-81.2134,United States,US,USA,Florida,,192730
Waterbury,Waterbury,41.5583,-73.0361,United States,US,USA,Connecticut,,190855
Grand Prairie,Grand Prairie,32.6869,-97.0209,United States,US,USA,Texas,,190682
Erie,Erie,42.1167,-80.0731,United States,US,USA,Pennsylvania,,190443
North Port,North Port,27.0577,-82.1976,United States,US,USA,Florida,,190003
Overland Park,Overland Park,38.8871,-94.6871,United States,US,USA,Kansas,,188966
Hagerstown,Hagerstown,39.6401,-77.7217,United States,US,USA,Maryland,,186377
Waco,Waco,31.5597,-97.1882,United States,US,USA,Texas,,185680
Spartanburg,Spartanburg,34.9437,-81.9256,United States,US,USA,South Carolina,,185031
Cedar Rapids,Cedar Rapids,41.9667,-91.6781,United States,US,USA,Iowa,,184610
Tempe,Tempe,33.3881,-111.9318,United States,US,USA,Arizona,,182498
Newport News,Newport News,37.1052,-76.5185,United States,US,USA,Virginia,,181825
Lorain,Lorain,41.4409,-82.184,United States,US,USA,Ohio,,179926
Clarksville,Clarksville,36.5696,-87.3428,United States,US,USA,Tennessee,,179367
Fort Lauderdale,Fort Lauderdale,26.1412,-80.1464,United States,US,USA,Florida,,178752
Gastonia,Gastonia,35.2495,-81.1856,United States,US,USA,North Carolina,,178477
Sioux Falls,Sioux Falls,43.5382,-96.7315,United States,US,USA,South Dakota,,177629
High Point,High Point,35.9899,-79.9937,United States,US,USA,North Carolina,,177412
Danbury,Danbury,41.4016,-73.471,United States,US,USA,Connecticut,,176649
Rancho Cucamonga,Rancho Cucamonga,34.1246,-117.5662,United States,US,USA,California,,176534
Santa Cruz,Santa Cruz,36.9788,-122.0346,United States,US,USA,California,,176037
Oceanside,Oceanside,33.2247,-117.3083,United States,US,USA,California,,175464
Hemet,Hemet,33.7352,-116.9946,United States,US,USA,California,,175066
Garden Grove,Garden Grove,33.7787,-117.9601,United States,US,USA,California,,174858
Vancouver,Vancouver,45.6352,-122.5972,United States,US,USA,Washington,,174826
Ontario,Ontario,34.0393,-117.6064,United States,US,USA,California,,173212
Vallejo,Vallejo,38.1134,-122.2359,United States,US,USA,California,,172697
Nampa,Nampa,43.5833,-116.5641,United States,US,USA,Idaho,,169761
Elk Grove,Elk Grove,38.416,-121.3841,United States,US,USA,California,,169743
Pembroke Pines,Pembroke Pines,26.0127,-80.3384,United States,US,USA,Florida,,168587
Medford,Medford,42.3372,-122.8537,United States,US,USA,Oregon,,167922
Corona,Corona,33.8623,-117.5642,United States,US,USA,California,,166785
Ocala,Ocala,29.1803,-82.1487,United States,US,USA,Florida,,165111
Fredericksburg,Fredericksburg,38.2992,-77.4871,United States,US,USA,Virginia,,164610
Peoria,Peoria,33.7844,-112.2989,United States,US,USA,Arizona,,164173
Frisco,Frisco,33.1551,-96.8219,United States,US,USA,Texas,,163656
Marysville,Marysville,48.0812,-122.1559,United States,US,USA,Washington,,163547
Cary,Cary,35.7815,-78.8162,United States,US,USA,North Carolina,,162320
Murfreesboro,Murfreesboro,35.851,-86.4093,United States,US,USA,Tennessee,,161634
Muskegon,Muskegon,43.228,-86.256,United States,US,USA,Michigan,,161058
Springfield,Springfield,39.7713,-89.6538,United States,US,USA,Illinois,admin,160570
Manchester,Manchester,42.9844,-71.4445,United States,US,USA,New Hampshire,,159744
Hayward,Hayward,37.6327,-122.0776,United States,US,USA,California,,158937
Lafayette,Lafayette,40.399,-86.8592,United States,US,USA,Indiana,,157955
Port Arthur,Port Arthur,29.8554,-93.9264,United States,US,USA,Texas,,157732
Palmdale,Palmdale,34.5945,-118.1058,United States,US,USA,California,,157356
Alexandria,Alexandria,38.8184,-77.0861,United States,US,USA,Virginia,,155810
Champaign,Champaign,40.1148,-88.2731,United States,US,USA,Illinois,,155368
Gainesville,Gainesville,34.2903,-83.8299,United States,US,USA,Georgia,,154859
Lakewood,Lakewood,39.6977,-105.117,United States,US,USA,Colorado,,154393
Pasadena,Pasadena,29.6583,-95.1498,United States,US,USA,Texas,,153351
Lake Charles,Lake Charles,30.203,-93.215,United States,US,USA,Louisiana,,153097
Tuscaloosa,Tuscaloosa,33.2349,-87.5268,United States,US,USA,Alabama,,153060
